,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,City Council District,2018 Solar-Ready Status,Agency,Site,BBL,Address,Borough,Environmental Justice Zone**,Total Gross Square Footage,Roof Condition,Roof Age,Solar-Readiness Assessment***,Other Sustainability Projects****
606,606,606,606,15,Not Solar-Ready,DOE,X045,2030670001,2502 LORILLARD PLACE,Bronx,EJZ,"144,125 GSF",Fair,15 to 19 years,,
607,607,607,607,15,Not Solar-Ready,DOE,X070,2027930028,1691 WEEKS AVENUE,Bronx,EJZ,"161,473 GSF",Fair,15 to 19 years,,
608,608,608,608,15,Not Solar-Ready,DOE,X660,2031040007,2474 CROTONA AVE.,Bronx,EJZ,"166,975 GSF",Fair,> 20 years,,
609,609,609,609,15,Not Solar-Ready,DOE,X137,2031430043,2225 WEBSTER AVENUE,Bronx,EJZ,"237,600 GSF",Under construction,Under construction,Yes,
610,610,610,610,15,Not Solar-Ready,DOE,X435,2030590001,500 East Fordham Road,Bronx,EJZ,"382,925 GSF",Under construction,Under construction,,
611,611,611,611,16,Not Solar-Ready,DPR,Claremont Park Pool,2031500010,Clay Ave at East 171st St,Bronx,,"10,200 GSF",Fair,> 20 years,,
612,612,612,612,16,Not Solar-Ready,FDNY,Engine Co. 68 and Ladder 49,2025140056,1160 Ogden Ave,Bronx,EJZ,"10,220 GSF",Unknown,15 to 19 years,,
613,613,613,613,16,Solar-Ready,NYPL,High Bridge Branch Library,2025100027,78 West 168th St,Bronx,EJZ,"10,400 GSF",Good,< 2 years,,
614,614,614,614,16,Not Solar-Ready,FDNY,"Engine Co. 92 and Ladder Co. 44, Batt. 17",2024500040,1259 Morris Ave,Bronx,EJZ,"10,623 GSF",Fair,10 to 14 years,,
615,615,615,615,16,Not Solar-Ready,DPR,West Bronx Recreation Center,2028720126,1527 Jesup Ave,Bronx,EJZ,"12,500 GSF",Fair,15 to 19 years,,
616,616,616,616,16,Not Solar-Ready,FDNY,"Engine Co. 50 and Ladder Co. 19, Batt. 26",2023880045,1155 Washington Ave,Bronx,EJZ,"13,500 GSF",Between Fair and Poor,15 to 19 years,,
617,617,617,617,16,Not Solar-Ready,NYPL,Morrisania Branch Library,2026150023,610 East 169th St,Bronx,EJZ,"14,503 GSF",Fair,> 20 years,,
618,618,618,618,16,Solar-Ready,DPR,Mullaly Park Rink and Rec Center,2031500010,East 164th St at Jerome Ave,Bronx,,"15,500 GSF",Between Good and Fair,5 to 9 years,,Green Roof
619,619,619,619,16,Not Solar-Ready,NYPD,44th Precinct,2025300021,1278 Sedgwick Ave,Bronx,EJZ,"18,265 GSF",Between Fair and Poor,15 to 19 years,,
620,620,620,620,16,Not Solar-Ready,ACS,Children Pride Early Learning Center,2024200040,800 Concourse Village East,Bronx,EJZ,"20,160 GSF",Poor,> 20 years,,
621,621,621,621,16,Not Solar-Ready,DSNY,Bronx 5 District Garage,2028710077,1331 Cromwell Ave,Bronx,EJZ,"21,126 GSF",Between Fair and Poor,> 20 years,,
622,622,622,622,16,Not Solar-Ready,DSNY,Bronx 03 Section Station 1,2029040034,1595 Washington Ave,Bronx,EJZ,"22,750 GSF",Poor,> 20 years,,
623,623,623,623,16,Not Solar-Ready,DOE,X088,2028300017,1340 SHERIDAN AVENUE,Bronx,EJZ,"27,660 GSF",Fair,10 to 14 years,,
624,624,624,624,16,Solar-Ready,FDNY,Rescue 3,2029050030,1655 Washington Ave,Bronx,EJZ,"29,250 GSF",Good,< 2 years,,
625,625,625,625,16,Not Solar-Ready,NYPD,44th Precinct,2024890077,2 East 169th St,Bronx,EJZ,"48,200 GSF",Unknown,> 20 years,,
626,626,626,626,16,Not Solar-Ready,DOHMH,Morrisania Health Center,2029250080,1309 Fulton Ave,Bronx,EJZ,"51,434 GSF",Unknown,10 to 14 years,,
627,627,627,627,16,Not Solar-Ready,DOE,X035,2024460043,261 EAST 163 STREET,Bronx,EJZ,"54,175 GSF",Fair,> 20 years,,
628,628,628,628,16,Not Solar-Ready,DOE,X053,2024350075,360 EAST 168 STREET,Bronx,EJZ,"78,002 GSF",Fair,15 to 19 years,,
629,629,629,629,16,Not Solar-Ready,DOE,X042,2029030023,1537 Washington Ave,Bronx,EJZ,"78,175 GSF",Fair,> 20 years,,
630,630,630,630,16,Solar-Ready,DOE,X011,2025290081,1257 OGDEN AVENUE,Bronx,EJZ,"81,680 GSF",Good,2 to 4 years,Yes,
631,631,631,631,16,Not Solar-Ready,DOE,X114,2024950100,1155 CROMWELL AVENUE,Bronx,,"82,925 GSF",Fair,15 to 19 years,,
632,632,632,632,16,Not Solar-Ready,HHC,Morrisania DTC Center,2024890060,1225 Gerard Ave,Bronx,EJZ,"83,031 GSF",Fair,> 20 years,,
633,633,633,633,16,Solar-Ready,DOE,X002,20056,1365 FULTON AVENUE,Bronx,EJZ,"91,300 GSF",Good,2 to 4 years,,
634,634,634,634,16,Not Solar-Ready,DOE,X063,2026150014,1260 FRANKLIN AVE.,Bronx,EJZ,"92,100 GSF",Fair,> 20 years,Yes,
635,635,635,635,16,Not Solar-Ready,DOE,X064,2028430040,1425 WALTON AVENUE,Bronx,EJZ,"93,581 GSF",Fair,10 to 14 years,,
636,636,636,636,16,Not Solar-Ready,DHS,Franklin Women's Shelter,2026130001,1122 Franklin Ave,Bronx,EJZ,"97,000 GSF",Unknown,Unknown,,
637,637,637,637,16,Not Solar-Ready,DOE,X146,2026320027,968 CAULDWELL AVENUE,Bronx,EJZ,"98,525 GSF",Fair,15 to 19 years,,
638,638,638,638,16,Not Solar-Ready,DCAS,Bronx Housing Court,2024620039,1118 Grand Concourse,Bronx,EJZ,"99,000 GSF",Poor,Unknown,,
639,639,639,639,16,Solar-Ready,DOE,X126,2025260083,175 WEST 166 STREET,Bronx,EJZ,"105,700 GSF",Good,5 to 9 years,,
640,640,640,640,16,Not Solar-Ready,DOE,X090,2024560100,1116 SHERIDAN AVENUE,Bronx,EJZ,"112,090 GSF",Under construction,Under construction,,
641,641,641,641,16,Not Solar-Ready,DOE,X110,2029320001,580 CROTONA PARK SOUTH,Bronx,EJZ,"112,925 GSF",Fair,10 to 14 years,,
642,642,642,642,16,Not Solar-Ready,DOE,X132,2023900001,1245 WASHINGTON AVENUE,Bronx,EJZ,"117,725 GSF",Fair,> 20 years,,
643,643,643,643,16,Not Solar-Ready,DOE,X104,2028730027,1449 SHAKESPEARE AVENUE,Bronx,EJZ,"124,900 GSF",Fair,> 20 years,,
644,644,644,644,16,Not Solar-Ready,DOE,X235,2024800008,1220 GERARD AVE.,Bronx,EJZ,"125,583 GSF",Fair,15 to 19 years,,
645,645,645,645,16,Not Solar-Ready,DOE,X460,2024450006,244 EAST 163RD STREET,Bronx,EJZ,"135,600 GSF",Fair,10 to 14 years,,
646,646,646,646,16,Not Solar-Ready,DOE,X120,2026310048,890 CAULDWELL AVENUE,Bronx,EJZ,"138,175 GSF",Fair,10 to 14 years,,
647,647,647,647,16,Not Solar-Ready,DOE,X055,2029020001,450 SAINT PAUL'S PLACE,Bronx,EJZ,"147,725 GSF",Under construction,Under construction,,
648,648,648,648,16,Not Solar-Ready,DOE,X970,2029130001,1595 BATHGATE AVENUE,Bronx,EJZ,"154,000 GSF",Fair,10 to 14 years,,
649,649,649,649,16,Not Solar-Ready,DOE,X022,2029250056,270 East 167th St,Bronx,EJZ,"158,575 GSF",Fair,> 20 years,,
650,650,650,650,16,Not Solar-Ready,DHS,Webster Avenue SRO,2024250020,1075 Webster Ave,Bronx,EJZ,"174,600 GSF",Good,Unknown,,
651,651,651,651,16,Solar-Ready,DOE,X136,2029690001,750 JENNINGS STREET,Bronx,EJZ,"178,975 GSF",Good,< 2 years,Yes,
652,652,652,652,16,Not Solar-Ready,DOE,X229,2028820130,275 HARLEM RIVER PARK BRIDGE,Bronx,EJZ,"186,000 GSF",Fair,10 to 14 years,Yes,
653,653,653,653,16,Not Solar-Ready,DOE,X145,2024350075,1000 TELLER AVENUE,Bronx,EJZ,"186,175 GSF",Between Fair and Poor,> 20 years,,
654,654,654,654,16,Solar-Ready,DOE,X148,2029250001,3630 THIRD AVENUE,Bronx,EJZ,"188,575 GSF",Good,5 to 9 years,Yes,
655,655,655,655,16,Not Solar-Ready,DOE,X400,2026340001,1110 Boston Road,Bronx,EJZ,"199,036 GSF",Fair,15 to 19 years,,
656,656,656,656,16,Solar-Ready,DOE,X147,2028970005,1600 WEBSTER AVENUE,Bronx,EJZ,"199,200 GSF",Between Good and Fair,5 to 9 years,Yes,
657,657,657,657,16,Not Solar-Ready,DOE,X158,2026710011,800 HOME STREET,Bronx,EJZ,"224,575 GSF",Fair,10 to 14 years,,
658,658,658,658,16,Not Solar-Ready,DCAS,Bronx Concourse Plaza,2024430094,198 East 161st,Bronx,EJZ,"231,190 GSF",Good,> 20 years,,
659,659,659,659,16,Not Solar-Ready,DOE,X410,2028170002,240 E. 172ND STREET,Bronx,EJZ,"336,731 GSF",Fair,10 to 14 years,,
660,660,660,660,16,Not Solar-Ready,DCAS,Bronx Family and Criminal Court,2024540001,215 East 161st St,Bronx,EJZ,"388,800 GSF",Poor,Unknown,,
661,661,661,661,17,Not Solar-Ready,DOE,X817,2029900006,1680 HOE AVENUE,Bronx,EJZ,"10,860 GSF",Between Good and Fair,10 to 14 years,,
662,662,662,662,17,Not Solar-Ready,CUNY,Hostos CC Administration Building - G,2023500024,135 East 146th St,Bronx,EJZ,"13,178 GSF",Poor,Unknown,,
663,663,663,663,17,Not Solar-Ready,NYPL,Hunt's Point Branch Library,2027220063,877 Southern Blvd,Bronx,EJZ,"13,715 GSF",Fair,Unknown,,
664,664,664,664,17,Not Solar-Ready,DEP,SLUDGE DEWATERING BUILDING,2024380050,Hunts Point WPCP,Bronx,EJZ,"14,280 GSF",Between Fair and Poor,> 20 years,,
665,665,665,665,17,Not Solar-Ready,FDNY,"Engine Co. 71 and Ladder Co. 55, Division 6",2023770001,720 Melrose Ave,Bronx,EJZ,"14,416 GSF",Unknown,15 to 19 years,,
666,666,666,666,17,Not Solar-Ready,NYPL,Melrose Library,2024220001,910 Morris Avenue,Bronx,EJZ,"14,890 GSF",Poor,15 to 19 years,,
667,667,667,667,17,Not Solar-Ready,FDNY,Engine Co. 73 and Ladder Co. 42,2026750032,665 Prospect Ave,Bronx,EJZ,"15,170 GSF",Poor,> 20 years,,
668,668,668,668,17,Not Solar-Ready,FDNY,"Engine Co. 45 and Ladder Co. 58, Batt. 18",2031260012,925 East Tremont Ave,Bronx,EJZ,"15,225 GSF",Between Fair and Poor,> 20 years,,
669,669,669,669,17,Not Solar-Ready,NYPL,West Farms Branch Library,2031230061,2085 Honeywell Ave,Bronx,EJZ,"15,591 GSF",Poor,Unknown,,
670,670,670,670,17,Not Solar-Ready,DSNY,Bronx 3A Broom Depot,2030150049,1661 West Farms Rd,Bronx,EJZ,"15,600 GSF",Between Fair and Poor,> 20 years,,
671,671,671,671,17,Not Solar-Ready,NYPL,Woodstock Branch Library,2026570030,761 East 160th St,Bronx,EJZ,"16,524 GSF",Fair,10 to 14 years,,
672,672,672,672,17,Not Solar-Ready,HRA,New Day Family Residence I,2027580006,1138 Longfellow Ave,Bronx,EJZ,"17,200 GSF",Between Good and Fair,Unknown,,
673,673,673,673,17,Not Solar-Ready,ACS,La Peninsula Head Start Program,2027050009,1054 Intervale Ave,Bronx,EJZ,"20,000 GSF",Between Good and Fair,15 to 19 years,,
674,674,674,674,17,Solar-Ready,DHS,Freeman Houses Residence,2030070001,999 Freeman St,Bronx,EJZ,"21,633 GSF",Good,5 to 9 years,,
675,675,675,675,17,Not Solar-Ready,DPR,Hunt's Point Recreation Center,2027630001,765 Manida St,Bronx,EJZ,"22,340 GSF",Fair,> 20 years,,
676,676,676,676,17,Not Solar-Ready,NYPD,Detective Borough Command (Old 41st Precinct),2027270017,1086 Simpson St,Bronx,EJZ,"22,962 GSF",Between Fair and Poor,15 to 19 years,,
677,677,677,677,17,Not Solar-Ready,DCLA,Charles B. Harding Laboratory Building,2029250056,1 Southern Blvd,Bronx,EJZ,"23,500 GSF",Fair,15 to 19 years,,
678,678,678,678,17,Solar-Ready,DPR,Crotona Park Pool and Bathhouse,2029250056,East 173rd St at Fulton Ave,Bronx,,"25,000 GSF",Between Good and Fair,5 to 9 years,,Green Roof
679,679,679,679,17,Not Solar-Ready,NYPD,42nd Precinct,2023650001,830 Washington Ave,Bronx,EJZ,"25,465 GSF",Unknown,15 to 19 years,,
680,680,680,680,17,Not Solar-Ready,DEP,Main Building,2,Hunts Point WPCP,Bronx,EJZ,"28,137 GSF",Between Fair and Poor,> 20 years,,
681,681,681,681,17,Not Solar-Ready,DEP,Dewatering Building,2,Hunts Point WPCP,Bronx,EJZ,"29,722 GSF",Between Fair and Poor,> 20 years,,
682,682,682,682,17,Solar-Ready,DSNY,"Section Station 92, Bronx Enforcement",2030150058,1787 West Farms Rd,Bronx,EJZ,"32,700 GSF",Good,2 to 4 years,,
683,683,683,683,17,Not Solar-Ready,DHS,Willow Avenue Men's Shelter,20001,780 East 136th St,Bronx,EJZ,"36,000 GSF",Unknown,Unknown,,
684,684,684,684,17,Not Solar-Ready,HRA,New Day Family Residence II,2027580036,1275 Westchester Ave,Bronx,EJZ,"37,060 GSF",Fair,Unknown,,
685,685,685,685,17,Not Solar-Ready,DOHMH,Tremont Health Center,2029450018,1826 Arthur Ave,Bronx,EJZ,"41,894 GSF",Between Fair and Poor,10 to 14 years,,
686,686,686,686,17,Not Solar-Ready,NYPD,41st Precinct,2027320001,1035 Longwood Ave,Bronx,EJZ,"42,567 GSF",Poor,Unknown,,
687,687,687,687,17,Not Solar-Ready,CUNY,Hostos CC Savoy Building D,2023500039,120 East 149th St,Bronx,EJZ,"44,976 GSF",Poor,Unknown,,
688,688,688,688,17,Not Solar-Ready,DHS,Seneca Houses Residence,2027610043,1215 Seneca Ave,Bronx,EJZ,"64,315 GSF",Poor,> 20 years,,
689,689,689,689,17,Not Solar-Ready,DOE,X973,2029830015,1716 SOUTHERN BLVD.,Bronx,EJZ,"70,230 GSF",Fair,10 to 14 years,,
690,690,690,690,17,Not Solar-Ready,DOE,X044,2029490064,1825 PROSPECT AVENUE,Bronx,EJZ,"72,080 GSF",Under construction,Under construction,,
691,691,691,691,17,Not Solar-Ready,DPR,Citywide Services and Storehouse,2025890031,850 East 138th St,Bronx,EJZ,"74,080 GSF",Fair,> 20 years,,
692,692,692,692,17,Solar-Ready,DOE,X130,2026880001,750 PROSPECT AVENUE,Bronx,EJZ,"81,680 GSF",Good,2 to 4 years,,
693,693,693,693,17,Not Solar-Ready,DSNY,"Bronx 6, 6A District Garage",2029530021,800 East 176th St,Bronx,EJZ,"85,715 GSF",Poor,> 20 years,Yes,
694,694,694,694,17,Solar-Ready,DOE,X050,2029960010,1550 VYSE AVENUE,Bronx,EJZ,"88,900 GSF",Between Good and Fair,5 to 9 years,,
695,695,695,695,17,Not Solar-Ready,DOE,X093,2036520001,1535 STORY AVENUE,Bronx,EJZ,"91,663 GSF",Under construction,Under construction,,
696,696,696,696,17,Not Solar-Ready,DOE,X972,2036220016,1440 STORY AVENUE,Bronx,EJZ,"92,100 GSF",Fair,10 to 14 years,,
697,697,697,697,17,Solar-Ready,DOE,X099,2026920014,1180 REVEREND JAMES A POLITE AVE,Bronx,EJZ,"92,400 GSF",Fair,5 to 9 years,Yes,
698,698,698,698,17,Not Solar-Ready,DOE,X061,2029390045,1550 CROTONA PARK EAST,Bronx,EJZ,"92,500 GSF",Between Fair and Poor,15 to 19 years,,
699,699,699,699,17,Not Solar-Ready,DOE,X157,2025870001,757 CAULDWELL AVENUE,Bronx,EJZ,"98,400 GSF",Under construction,Under construction,,
700,700,700,700,17,Solar-Ready,DOE,X392,2027230033,928 SIMPSON STREET,Bronx,EJZ,"99,121 GSF",Good,5 to 9 years,,
701,701,701,701,17,Not Solar-Ready,DOE,X006,2030050010,1000 EAST TREMONT AVENUE,Bronx,EJZ,"99,828 GSF",Fair,> 20 years,,
702,702,702,702,17,Solar-Ready,DOE,X140,2026270009,916 EAGLE AVENUE,Bronx,EJZ,"101,346 GSF",Fair,5 to 9 years,,
703,703,703,703,17,Not Solar-Ready,DOE,X048,2027660001,1290 SPOFFORD AVENUE,Bronx,EJZ,"102,060 GSF",Fair,15 to 19 years,,
704,704,704,704,17,Solar-Ready,DOE,X039,2027100001,965 LONGWOOD AVENUE,Bronx,EJZ,"102,100 GSF",Good,5 to 9 years,Yes,
705,705,705,705,17,Not Solar-Ready,DOE,X029,2024030001,758 COURTLANDT AVENUE,Bronx,EJZ,"108,080 GSF",Under construction,Under construction,,
706,706,706,706,17,Not Solar-Ready,DOE,X152,2037110001,1007 EVERGREEN AVENUE,Bronx,EJZ,"109,200 GSF",Fair,15 to 19 years,,
707,707,707,707,17,Not Solar-Ready,DOE,X359,2024430079,750 CONCOURSE VILLAGE WEST,Bronx,,"114,000 GSF",Fair,> 20 years,,
708,708,708,708,17,Not Solar-Ready,DOE,X150,2027170005,920 EAST 167 STREET,Bronx,EJZ,"114,175 GSF",Between Good and Fair,> 20 years,,
709,709,709,709,17,Not Solar-Ready,DOE,X001,2024110119,335 EAST 152 STREET,Bronx,EJZ,"115,375 GSF",Fair,> 20 years,,
710,710,710,710,17,Not Solar-Ready,DOE,X470,2023590240,701 ST. ANN'S AVE.,Bronx,EJZ,"119,810 GSF",Between Fair and Poor,15 to 19 years,,
711,711,711,711,17,Not Solar-Ready,DOE,X198,2026720001,1180 TINTON AVENUE,Bronx,EJZ,"122,400 GSF",Poor,> 20 years,,
712,712,712,712,17,Not Solar-Ready,DCAS,Bronx Bergen Building,2029470018,1932 Arthur Ave,Bronx,EJZ,"123,802 GSF",Fair,> 20 years,,
713,713,713,713,17,Solar-Ready,CUNY,Hostos CC B Building,2023430032,500 Grand Concourse,Bronx,EJZ,"124,892 GSF",Good,5 to 9 years,,
714,714,714,714,17,Not Solar-Ready,DOE,X067,2031230003,2024 MOHEGAN AVENUE,Bronx,EJZ,"128,568 GSF",Fair,15 to 19 years,,
715,715,715,715,17,Not Solar-Ready,DOE,X075,2027470001,984 FAILE STREET,Bronx,EJZ,"130,925 GSF",Good,10 to 14 years,Yes,
716,716,716,716,17,Solar-Ready,DOE,X066,2030080001,1001 JENNINGS STREET,Bronx,EJZ,"130,925 GSF",Fair,5 to 9 years,,
717,717,717,717,17,Solar-Ready,DOE,X060,2026960085,888 REVEREND JAMES A. POLITE AVE,Bronx,EJZ,"135,700 GSF",Good,5 to 9 years,Yes,
718,718,718,718,17,Not Solar-Ready,DOE,X650,2026680001,900 TINTON AVENUE,Bronx,EJZ,"154,951 GSF",Fair,> 20 years,,
719,719,719,719,17,Solar-Ready,DOE,X074,2027630279,730 BRYANT AVENUE,Bronx,EJZ,"166,975 GSF",Between Good and Fair,5 to 9 years,,
720,720,720,720,17,Solar-Ready,DOE,X098,2029390093,1619 BOSTON ROAD,Bronx,EJZ,"171,725 GSF",Good,2 to 4 years,Yes,
721,721,721,721,17,Not Solar-Ready,DOE,X401,2026980012,1010 REV. J.A. POLITE AVE.,Bronx,EJZ,"194,575 GSF",Fair,15 to 19 years,,
722,722,722,722,17,Not Solar-Ready,DOE,X151,2024430190,250 EAST 156 STREET,Bronx,EJZ,"205,200 GSF",Fair,15 to 19 years,,
723,723,723,723,17,Not Solar-Ready,DOE,X167,2030210038,1970 WEST FARMS ROAD,Bronx,EJZ,"207,600 GSF",Fair,10 to 14 years,Yes,
724,724,724,724,17,Not Solar-Ready,DOE,X116,2027140004,977 FOX STREET,Bronx,EJZ,"208,975 GSF",Fair,15 to 19 years,,
725,725,725,725,17,Not Solar-Ready,DOE,X193,2029510032,1919 PROSPECT AVENUE,Bronx,EJZ,"210,175 GSF",Fair,15 to 19 years,,
726,726,726,726,17,Not Solar-Ready,ACS,Horizon Juvenile Center,2022760001,560 Brook Ave,Bronx,EJZ,"210,444 GSF",Between Good and Fair,> 20 years,,
727,727,727,727,17,Not Solar-Ready,DOE,X084,2030070008,1434 LONGFELLOW AVENUE,Bronx,EJZ,"211,200 GSF",Under construction,Under construction,,
728,728,728,728,17,Not Solar-Ready,DOE,X162,2026160001,600 SAINT ANN'S AVENUE,Bronx,EJZ,"211,375 GSF",Fair,15 to 19 years,,
729,729,729,729,17,Solar-Ready,DOE,X790,2024430078,730 CONCOURSE VILLAGE WEST,Bronx,,"279,045 GSF",Fair,5 to 9 years,,
730,730,730,730,17,Not Solar-Ready,DOE,X600,2024110022,333 E. 151ST STREET,Bronx,EJZ,"282,668 GSF",Fair,10 to 14 years,,
731,731,731,731,17,Solar-Ready,DEP,1270 Ryawa Ave,2027470001,Hunts Point WPCP,Bronx,EJZ,"422,396 GSF",Good,< 2 years,,
732,732,732,732,17,Not Solar-Ready,HHC,Lincoln Medical and Mental Health Center,2023350016,234 East 149th St,Bronx,EJZ,"1,628,485 GSF",Between Fair and Poor,> 20 years,,
733,733,733,733,18,Solar-Ready,NYPL,Soundview Branch Library,2035580014,660 Soundview Ave,Bronx,EJZ,"10,350 GSF",Good,< 2 years,,
734,734,734,734,18,Not Solar-Ready,DOE,X982,2037750025,1250 WARD AVENUE,Bronx,EJZ,"11,016 GSF",Between Fair and Poor,15 to 19 years,,
735,735,735,735,18,Solar-Ready,FDNY,EMS 3,2035400001,501 Zerega Ave,Bronx,,"11,333 GSF",Good,2 to 4 years,,
736,736,736,736,18,Not Solar-Ready,NYPL,Parkchester Branch Library,2039300059,1985 Westchester Ave,Bronx,EJZ,"14,744 GSF",Poor,Unknown,,
737,737,737,737,18,Not Solar-Ready,NYPD,43rd Precinct,2036600003,900 Fteley Ave,Bronx,EJZ,"29,179 GSF",Unknown,15 to 19 years,,
738,738,738,738,18,Not Solar-Ready,DSNY,Bronx 11 Sanitation Garage,2037020001,850 Zerega Ave,Bronx,,"38,632 GSF",Good,> 20 years,,
739,739,739,739,18,Not Solar-Ready,DOE,X069,2035240020,560 THIERIOT AVENUE,Bronx,EJZ,"42,000 GSF",Between Good and Fair,10 to 14 years,,
740,740,740,740,18,Solar-Ready,DHS,Commonwealth Avenue SRO Residence,2037520013,1150 Commonwealth Ave,Bronx,EJZ,"60,000 GSF",Between Good and Fair,5 to 9 years,,
741,741,741,741,18,Not Solar-Ready,DOE,X119,2037890021,1075 PUGSLEY AVENUE,Bronx,EJZ,"64,628 GSF",Fair,15 to 19 years,,
742,742,742,742,18,Not Solar-Ready,DOE,X138,2036090016,2060 LAFAYETTE AVENUE,Bronx,EJZ,"85,253 GSF",Fair,> 20 years,,
743,743,743,743,18,Solar-Ready,DOE,X036,2038170001,1070 CASTLE HILL AVENUE,Bronx,EJZ,"85,260 GSF",Good,< 2 years,,
744,744,744,744,18,Not Solar-Ready,DOE,X107,2035910050,1695 SEWARD AVENUE,Bronx,EJZ,"88,925 GSF",Fair,15 to 19 years,,
745,745,745,745,18,Solar-Ready,DOE,X100,2036410001,800 TAYLOR AVENUE,Bronx,EJZ,"97,280 GSF",Good,2 to 4 years,Yes,
746,746,746,746,18,Solar-Ready,DOE,X047,2037860016,1794 EAST 172 STREET,Bronx,EJZ,"100,925 GSF",Good,2 to 4 years,,
747,747,747,747,18,Not Solar-Ready,DOE,X182,2035640001,601 STICKBALL BLVD.,Bronx,EJZ,"102,000 GSF",Between Good and Fair,10 to 14 years,Yes,
748,748,748,748,18,Not Solar-Ready,DOE,X077,2037750025,1250 WARD AVENUE,Bronx,EJZ,"109,854 GSF",Under construction,Under construction,,
749,749,749,749,18,Not Solar-Ready,DSNY,Bronx 9/10 Sanitation Garage,2037020001,850 Zerega Ave,Bronx,,"115,900 GSF",Poor,> 20 years,,
750,750,750,750,18,Solar-Ready,DOE,X102,2039210030,1827 ARCHER STREET,Bronx,EJZ,"116,236 GSF",Good,2 to 4 years,,
751,751,751,751,18,Not Solar-Ready,DOE,X423,2038640001,1300 BOYNTON AVE.,Bronx,EJZ,"133,344 GSF",Under construction,Under construction,Yes,
752,752,752,752,18,Not Solar-Ready,DOE,X106,2039460007,2120 ST. RAYMOND AVENUE,Bronx,EJZ,"133,512 GSF",Fair,10 to 14 years,,
753,753,753,753,18,Not Solar-Ready,DOE,X127,2039480055,1560 PURDY STREET,Bronx,EJZ,"153,725 GSF",Fair,15 to 19 years,,
754,754,754,754,18,Not Solar-Ready,DOE,X123,2037180001,1025 MORRISON AVENUE,Bronx,EJZ,"157,200 GSF",Fair,15 to 19 years,,
755,755,755,755,18,Not Solar-Ready,DOE,X194,2038340070,1301 ZEREGA AVENUE,Bronx,EJZ,"176,400 GSF",Fair,15 to 19 years,,
756,756,756,756,18,Not Solar-Ready,DOE,X174,2034780018,456 WHITE PLAINS ROAD,Bronx,EJZ,"202,880 GSF",Between Fair and Poor,> 20 years,,
757,757,757,757,18,Solar-Ready,DOE,X450,2036040039,1980 LAFAYETTE AVE.,Bronx,EJZ,"441,898 GSF",Good,2 to 4 years,Yes,
758,758,758,758,19,Solar-Ready,QPL,Bayside Community Library,4073330215,214-20 Northern Blvd,Queens,,"10,300 GSF",Good,5 to 9 years,,
759,759,759,759,19,Not Solar-Ready,FDNY,Building 400,4059170001,400 Murray Ave,Queens,,"10,935 GSF",Unknown,Unknown,,
760,760,760,760,19,Not Solar-Ready,FDNY,Building 418,4059170001,418 Weaver Ave,Queens,,"10,935 GSF",Unknown,Unknown,,
761,761,761,761,19,Not Solar-Ready,FDNY,Building 420,4059170001,420 Weaver Ave,Queens,,"10,935 GSF",Unknown,Unknown,,
762,762,762,762,19,Not Solar-Ready,FDNY,Building 402,4059170001,402 Murray Ave,Queens,,"12,041 GSF",Unknown,Unknown,,
763,763,763,763,19,Not Solar-Ready,FDNY,Building 326,4059170001,326 Story Ave,Queens,,"12,108 GSF",Unknown,Unknown,,
764,764,764,764,19,Not Solar-Ready,FDNY,Building 401,4059170001,401 Murray Ave,Queens,,"12,401 GSF",Unknown,Unknown,,
765,765,765,765,19,Not Solar-Ready,FDNY,Building 107,4059170001,107 Duane Rd,Queens,,"12,404 GSF",Poor,> 20 years,,
766,766,766,766,19,Not Solar-Ready,FDNY,Building 318,4059170001,318 Murray Ave,Queens,,"12,966 GSF",Unknown,Unknown,,
767,767,767,767,19,Not Solar-Ready,DEP,Collection Facitlity North Quarters,403834,Tallman Island WPCP,Queens,EJZ,"13,560 GSF",Poor,> 20 years,,
768,768,768,768,19,Not Solar-Ready,FDNY,Building 409,4,409 Shore Rd,Queens,,"13,728 GSF",Unknown,Unknown,,
769,769,769,769,19,Not Solar-Ready,FDNY,Building 411,4,411 Shore Rd,Queens,,"13,728 GSF",Unknown,Unknown,,
770,770,770,770,19,Solar-Ready,FDNY,Building 413,4059170001,413 Shore Rd,Queens,,"13,728 GSF",Good,< 2 years,,
771,771,771,771,19,Not Solar-Ready,FDNY,Building 333,4059170001,333 Pratt Ave,Queens,,"17,602 GSF",Unknown,Unknown,,
772,772,772,772,19,Not Solar-Ready,NYPD,Harbor Unit Launch,4,14th Ave at Powells Cove Blvd,Queens,EJZ,"18,300 GSF",Between Good and Fair,Unknown,,
773,773,773,773,19,Not Solar-Ready,DEP,Screen Building,4,Tallman Island WPCP,Queens,EJZ,"19,377 GSF",Poor,> 20 years,,
774,774,774,774,19,Not Solar-Ready,FDNY,Building 405,4,405 Whistler Ave,Queens,,"22,392 GSF",Unknown,Unknown,,
775,775,775,775,19,Not Solar-Ready,FDNY,Building 336,4,336 Shore Rd,Queens,,"23,732 GSF",Unknown,Unknown,,
776,776,776,776,19,Not Solar-Ready,NYPD,111th Precinct,4073330221,45-06 215th St,Queens,,"23,793 GSF",Good,10 to 14 years,,
777,777,777,777,19,Not Solar-Ready,FDNY,Building 304,4080300081,304 Shore Rd,Queens,,"28,831 GSF",Unknown,Unknown,,
