,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,City Council District,2018 Solar-Ready Status,Agency,Site,BBL,Address,Borough,Environmental Justice Zone**,Total Gross Square Footage,Roof Condition,Roof Age,Solar-Readiness Assessment***,Other Sustainability Projects****
1547,1547,1547,1547,41,Not Solar-Ready,DOE,K219,3046480001,1060 CLARKSON AVE.,Brooklyn,EJZ,"112,800 GSF",Fair,> 20 years,,
1548,1548,1548,1548,41,Not Solar-Ready,HRA,Bedford Multi Service Center,3015480019,1958 Fulton St,Brooklyn,EJZ,"113,668 GSF",Between Fair and Poor,> 20 years,,
1549,1549,1549,1549,41,Not Solar-Ready,DOE,K150,3037440009,364 SACKMAN STREET,Brooklyn,EJZ,"114,000 GSF",Fair,10 to 14 years,,
1550,1550,1550,1550,41,Solar-Ready,DOE,K232,3046060025,905 WINTHROP STREET,Brooklyn,EJZ,"117,120 GSF",Fair,5 to 9 years,Yes,
1551,1551,1551,1551,41,Solar-Ready,DOE,K391,3048060001,790 EAST NEW YORK AVENUE,Brooklyn,EJZ,"120,520 GSF",Between Good and Fair,10 to 14 years,Yes,
1552,1552,1552,1552,41,Not Solar-Ready,DOE,K040,3015180001,265 RALPH AVENUE,Brooklyn,EJZ,"121,200 GSF",Fair,10 to 14 years,,
1553,1553,1553,1553,41,Solar-Ready,DHS,Dean Street Family Residence,3014400073,2155 Dean Street,Brooklyn,EJZ,"124,500 GSF",Good,5 to 9 years,,
1554,1554,1554,1554,41,Not Solar-Ready,DOE,K323,3035420001,210 CHESTER STREET,Brooklyn,EJZ,"157,200 GSF",Between Good and Fair,> 20 years,,
1555,1555,1555,1555,41,Not Solar-Ready,DOE,K356,3035350016,104 SUTTER AVENUE,Brooklyn,EJZ,"187,200 GSF",Fair,15 to 19 years,,
1556,1556,1556,1556,41,Not Solar-Ready,DOE,K055,3014480001,2021 BERGEN STREET,Brooklyn,EJZ,"196,800 GSF",Fair,15 to 19 years,,
1557,1557,1557,1557,41,Not Solar-Ready,ACS,Crossroads Juvenile Center,3034980008,17 Bristol St,Brooklyn,EJZ,"210,444 GSF",Between Good and Fair,> 20 years,,
1558,1558,1558,1558,41,Not Solar-Ready,DOE,K271,3015500001,1137 HERKIMER STREET,Brooklyn,EJZ,"228,000 GSF",Between Good and Fair,15 to 19 years,,
1559,1559,1559,1559,42,Not Solar-Ready,DHS,Linden Family Residence,3038440001,501 New Lots Ave,Brooklyn,EJZ,"12,000 GSF",Poor,> 20 years,,
1560,1560,1560,1560,42,Not Solar-Ready,BPL,East Flatbush Branch Library,3047170038,9612 Church Ave,Brooklyn,EJZ,"12,329 GSF",Between Fair and Poor,> 20 years,,
1561,1561,1561,1561,42,Not Solar-Ready,NYPD,69th Precinct,3081470026,9720 Foster Ave,Brooklyn,EJZ,"15,792 GSF",Between Fair and Poor,10 to 14 years,,
1562,1562,1562,1562,42,Not Solar-Ready,DHS,Rose McCarthy Family Residence 2,3040770024,882 Dumont Ave,Brooklyn,EJZ,"18,000 GSF",Good,Unknown,,
1563,1563,1563,1563,42,Not Solar-Ready,DOHMH,Animal Shelter - Brooklyn,3043630001,2336 Linden Blvd,Brooklyn,EJZ,"20,500 GSF",Unknown,15 to 19 years,,
1564,1564,1564,1564,42,Not Solar-Ready,DHS,Rose McCarthy Family Residence 1,3040770028,900 Dumont Ave,Brooklyn,EJZ,"21,600 GSF",Good,Unknown,,
1565,1565,1565,1565,42,Not Solar-Ready,BPL,New Lots Branch Library,3040900001,655 New Lots Ave,Brooklyn,EJZ,"24,558 GSF",Between Fair and Poor,15 to 19 years,,
1566,1566,1566,1566,42,Not Solar-Ready,DHS,Samaritan Forbell Residence,3042580036,338-344 Forbell St,Brooklyn,EJZ,"24,900 GSF",Poor,> 20 years,,
1567,1567,1567,1567,42,Not Solar-Ready,DHS,Flatlands Avenue Residence,3038710101,10875 Ave D,Brooklyn,EJZ,"28,545 GSF",Fair,15 to 19 years,,
1568,1568,1568,1568,42,Not Solar-Ready,NYPD,75th Precinct,3040510016,1000 Sutter Ave,Brooklyn,EJZ,"30,160 GSF",Unknown,15 to 19 years,,
1569,1569,1569,1569,42,Not Solar-Ready,DSNY,Brooklyn South 16 District Garage,3014400073,922 Georgia Ave,Brooklyn,EJZ,"41,800 GSF",Between Fair and Poor,Unknown,,
1570,1570,1570,1570,42,Solar-Ready,DEP,Brooklyn Repair - Remsen Yard,3081160001,855 Remsen Ave,Brooklyn,,"47,000 GSF",Between Good and Fair,2 to 4 years,,
1571,1571,1571,1571,42,Not Solar-Ready,DSNY,Cioffe Borough Repair Shop,3038710001,10601 Ave D,Brooklyn,EJZ,"59,260 GSF",Poor,> 20 years,,
1572,1572,1572,1572,42,Solar-Ready,DOE,K159,3042160001,2781 PITKIN AVENUE,Brooklyn,EJZ,"63,462 GSF",Good,5 to 9 years,,
1573,1573,1573,1573,42,Not Solar-Ready,DHS,Fannie Barnes (Urban Transitional Housing),3035830006,829 Saratoga Ave,Brooklyn,EJZ,"72,000 GSF",Unknown,Unknown,,
1574,1574,1574,1574,42,Solar-Ready,DPR,Brownsville Recreation Center,3038680002,1555 Linden Blvd,Brooklyn,EJZ,"72,000 GSF",Fair,5 to 9 years,,Green Roof
1575,1575,1575,1575,42,Not Solar-Ready,HHC,East New York Diagnostic & Treatment Center,3037380015,2094 Pitkin Ave,Brooklyn,EJZ,"72,755 GSF",Between Good and Fair,15 to 19 years,,
1576,1576,1576,1576,42,Solar-Ready,DOE,K165,3036220023,76 LOTT AVENUE,Brooklyn,EJZ,"74,400 GSF",Good,5 to 9 years,,
1577,1577,1577,1577,42,Not Solar-Ready,DEP,Supplemental Cake Storage Facility,3044400001,122-66 Flatlands Ave,Brooklyn,EJZ,"81,760 GSF",Unknown,10 to 14 years,,
1578,1578,1578,1578,42,Solar-Ready,DOE,K213,3043240001,580 HEGEMAN AVE.,Brooklyn,EJZ,"82,314 GSF",Between Good and Fair,5 to 9 years,,
1579,1579,1579,1579,42,Not Solar-Ready,DOE,K260,3081580035,875 WILLIAMS AVENUE,Brooklyn,EJZ,"85,200 GSF",Fair,> 20 years,,
1580,1580,1580,1580,42,Not Solar-Ready,DOE,K183,3035970011,76 RIVERDALE AVE.,Brooklyn,EJZ,"93,600 GSF",Fair,10 to 14 years,,
1581,1581,1581,1581,42,Solar-Ready,DOE,K190,3038380018,590 SHEFFIELD AVENUE,Brooklyn,EJZ,"93,600 GSF",Good,5 to 9 years,,
1582,1582,1582,1582,42,Not Solar-Ready,DOE,K184,3036060001,273 NEWPORT STREET,Brooklyn,EJZ,"94,800 GSF",Between Fair and Poor,15 to 19 years,,
1583,1583,1583,1583,42,Not Solar-Ready,DOE,K328,3037380015,330 ALABAMA AVENUE,Brooklyn,EJZ,"108,000 GSF",Fair,> 20 years,,
1584,1584,1584,1584,42,Solar-Ready,DOE,K149,3037740016,700 SUTTER AVENUE,Brooklyn,EJZ,"111,600 GSF",Between Good and Fair,5 to 9 years,,
1585,1585,1585,1585,42,Not Solar-Ready,DOE,K306,3043920001,970 VERMONT STREET,Brooklyn,EJZ,"112,800 GSF",Between Fair and Poor,> 20 years,,
1586,1586,1586,1586,42,Not Solar-Ready,DOE,K233,3047530001,9301 AVENUE B,Brooklyn,EJZ,"115,200 GSF",Under construction,Under construction,,
1587,1587,1587,1587,42,Not Solar-Ready,DHS,Help 1,3037660001,515 Blake Ave,Brooklyn,EJZ,"123,910 GSF",Fair,> 20 years,,
1588,1588,1588,1588,42,Not Solar-Ready,DOE,K066,3081290060,881 EAST 96TH STREET,Brooklyn,EJZ,"127,200 GSF",Between Good and Fair,10 to 14 years,,
1589,1589,1589,1589,42,Not Solar-Ready,DOE,K202,3044770001,982 HEGEMAN AVE.,Brooklyn,EJZ,"130,832 GSF",Between Fair and Poor,15 to 19 years,,
1590,1590,1590,1590,42,Not Solar-Ready,DOE,K013,3038230001,557 PENNSYLVANIA AVENUE,Brooklyn,EJZ,"144,000 GSF",Fair,> 20 years,,
1591,1591,1591,1591,42,Not Solar-Ready,DOE,K346,3044520025,1400 PENNSYLVANIA AVENUE,Brooklyn,EJZ,"147,600 GSF",Fair,10 to 14 years,,
1592,1592,1592,1592,42,Not Solar-Ready,DSNY,Brooklyn South 17 and 18 District Garage,3081380001,10502 Ave D,Brooklyn,EJZ,"148,473 GSF",Poor,> 20 years,,
1593,1593,1593,1593,42,Not Solar-Ready,DOE,K072,3040690001,605 SHEPHERD AVENUE,Brooklyn,EJZ,"148,800 GSF",Fair,15 to 19 years,,
1594,1594,1594,1594,42,Not Solar-Ready,DEP,Dewatering Building,3044400001,122-66 Flatlands Ave,Brooklyn,EJZ,"151,256 GSF",Unknown,10 to 14 years,,
1595,1595,1595,1595,42,Not Solar-Ready,DOE,K422,3044490001,1065 ELTON STREET,Brooklyn,EJZ,"155,875 GSF",Poor,5 to 9 years,Yes,
1596,1596,1596,1596,42,Not Solar-Ready,DOE,K218,3042780001,370 FOUNTAIN AVENUE,Brooklyn,EJZ,"181,200 GSF",Poor,> 20 years,,
1597,1597,1597,1597,42,Not Solar-Ready,DOE,K292,3037400001,300 WYONA STREET,Brooklyn,EJZ,"195,600 GSF",Fair,15 to 19 years,,
1598,1598,1598,1598,42,Solar-Ready,DOE,K275,3036360007,985 ROCKAWAY AVENUE,Brooklyn,EJZ,"196,402 GSF",Between Good and Fair,5 to 9 years,Yes,
1599,1599,1599,1599,42,Not Solar-Ready,DOE,K435,3051110024,400 PENNSYLVANIA AVE.,Brooklyn,EJZ,"274,800 GSF",Between Fair and Poor,10 to 14 years,,
1600,1600,1600,1600,42,Not Solar-Ready,FDNY,10110 Foster Avenue,3081490001,10110 Foster Ave,Brooklyn,EJZ,"348,000 GSF",Fair,15 to 19 years,,
1601,1601,1601,1601,43,Not Solar-Ready,FDNY,Engine Co. 284 and Ladder Co. 149,3062540053,1157 79th St,Brooklyn,,"10,350 GSF",Between Fair and Poor,15 to 19 years,,
1602,1602,1602,1602,43,Not Solar-Ready,BPL,Dyker Branch Library,3063020036,8202 13th Ave,Brooklyn,,"10,521 GSF",Between Fair and Poor,< 2 years,,
1603,1603,1603,1603,43,Not Solar-Ready,DEP,Odor Control & Gas Compressor,3037880001,Owl's Head WPCP,Brooklyn,,"15,625 GSF",Fair,> 20 years,,
1604,1604,1604,1604,43,Not Solar-Ready,BPL,Bay Ridge Branch Library,3059070001,7223 Ridge Blvd,Brooklyn,,"16,506 GSF",Between Fair and Poor,15 to 19 years,,
1605,1605,1605,1605,43,Not Solar-Ready,DEP,Pump and Power House 2,3,Owl's Head WPCP,Brooklyn,,"17,188 GSF",Fair,> 20 years,,
1606,1606,1606,1606,43,Not Solar-Ready,BPL,New Utrecht Branch Library,3063430064,1743 86th St,Brooklyn,EJZ,"22,557 GSF",Unknown,15 to 19 years,,
1607,1607,1607,1607,43,Not Solar-Ready,NYPD,62nd Precinct,3064060045,1925 Bath Ave,Brooklyn,EJZ,"25,000 GSF",Unknown,15 to 19 years,,
1608,1608,1608,1608,43,Not Solar-Ready,DEP,Pump and Power House 1,3,Owl's Head WPCP,Brooklyn,,"25,313 GSF",Fair,> 20 years,,
1609,1609,1609,1609,43,Not Solar-Ready,DOE,K127,3059730001,7805 7 AVENUE,Brooklyn,,"42,000 GSF",Between Fair and Poor,15 to 19 years,,
1610,1610,1610,1610,43,Not Solar-Ready,DOE,K112,3061800001,7115 15 AVENUE,Brooklyn,EJZ,"52,516 GSF",Fair,15 to 19 years,,
1611,1611,1611,1611,43,Not Solar-Ready,DOE,K185,3060430001,8601 RIDGE BLVD,Brooklyn,,"64,800 GSF",Fair,> 20 years,,
1612,1612,1612,1612,43,Not Solar-Ready,DOE,K163,3063990026,1664 BENSON AVENUE,Brooklyn,EJZ,"66,000 GSF",Between Good and Fair,10 to 14 years,,
1613,1613,1613,1613,43,Not Solar-Ready,DOE,K485,3058500030,350 67TH STREET,Brooklyn,,"72,150 GSF",Fair,> 20 years,,
1614,1614,1614,1614,43,Not Solar-Ready,DEP,Sludge Processing Complex,3058500030,Owl's Head WPCP,Brooklyn,,"91,875 GSF",Fair,> 20 years,,
1615,1615,1615,1615,43,Solar-Ready,DOE,K807,3063990040,109 BAY 14 STREET,Brooklyn,EJZ,"106,700 GSF",Between Good and Fair,5 to 9 years,,
1616,1616,1616,1616,43,Not Solar-Ready,DOE,K176,3057740001,1225 69th St,Brooklyn,EJZ,"110,400 GSF",Fair,10 to 14 years,,
1617,1617,1617,1617,43,Solar-Ready,DOE,K204,3062940001,8101 15TH AVE.,Brooklyn,,"111,600 GSF",Good,< 2 years,,
1618,1618,1618,1618,43,Not Solar-Ready,DOE,K102,3058900001,211 72 STREET,Brooklyn,,"116,400 GSF",Under construction,Under construction,,
1619,1619,1619,1619,43,Not Solar-Ready,DOE,K104,3060880001,9115 5TH AVENUE,Brooklyn,,"116,400 GSF",Under construction,Under construction,,
1620,1620,1620,1620,43,Not Solar-Ready,DOE,K170,3058990001,7109 6TH AVE.,Brooklyn,,"117,409 GSF",Fair,10 to 14 years,,
1621,1621,1621,1621,43,Not Solar-Ready,DOE,K229,3063910024,1400 BENSON AVENUE,Brooklyn,EJZ,"121,200 GSF",Between Fair and Poor,15 to 19 years,,
1622,1622,1622,1622,43,Not Solar-Ready,DOE,K200,3064070008,1940 BENSON AVENUE,Brooklyn,EJZ,"122,400 GSF",Under construction,Under construction,,
1623,1623,1623,1623,43,Not Solar-Ready,DOE,K201,3062780022,8010 12TH AVE.,Brooklyn,,"128,400 GSF",Under construction,Under construction,,
1624,1624,1624,1624,43,Solar-Ready,DOE,K259,3059230001,7305 FT HAMILTON PKWY,Brooklyn,,"153,600 GSF",Good,< 2 years,,
1625,1625,1625,1625,43,Not Solar-Ready,DSNY,Brooklyn 11 District Garage; BK Boro Office; SW MTS,3063990040,380 Bay 41st St,Brooklyn,EJZ,"190,000 GSF",Between Fair and Poor,Unknown,Yes,
1626,1626,1626,1626,43,Not Solar-Ready,DOE,K490,3060130001,8301 SHORE RD,Brooklyn,,"323,331 GSF",Under construction,Under construction,,
1627,1627,1627,1627,43,Not Solar-Ready,DEP,Main Building,3058350001,6700 Shore Rd,Brooklyn,,"669,680 GSF",Unknown,Unknown,,
1628,1628,1628,1628,44,Solar-Ready,DOE,K134,3054160048,4001 18 AVE.,Brooklyn,EJZ,"12,707 GSF",Between Good and Fair,5 to 9 years,,
1629,1629,1629,1629,44,Not Solar-Ready,BPL,Midwood Branch Library,3067090054,975 East 16th St,Brooklyn,,"15,210 GSF",Unknown,5 to 9 years,,
1630,1630,1630,1630,44,Not Solar-Ready,NYPD,70th Precinct,3054230021,154 Lawrence Ave,Brooklyn,EJZ,"18,000 GSF",Good,> 20 years,,
1631,1631,1631,1631,44,Solar-Ready,BPL,Kensington Branch Library,3054160014,4209 18th Ave,Brooklyn,EJZ,"18,500 GSF",Good,2 to 4 years,,
1632,1632,1632,1632,44,Not Solar-Ready,BPL,Mapleton Branch Library,3063990040,1703 60th St,Brooklyn,EJZ,"19,821 GSF",Unknown,15 to 19 years,,
1633,1633,1633,1633,44,Not Solar-Ready,DSNY,Brooklyn South 12 District Garage,3054940089,5602 19th Ave,Brooklyn,EJZ,"36,010 GSF",Under construction,Under construction,,
1634,1634,1634,1634,44,Not Solar-Ready,DOE,K121,3054951101,5301 20 AVENUE,Brooklyn,EJZ,"42,000 GSF",Poor,> 20 years,,
1635,1635,1635,1635,44,Solar-Ready,DOE,K160,3056530021,5105 FT. HAMILTON PKWY,Brooklyn,EJZ,"66,000 GSF",Good,5 to 9 years,,
1636,1636,1636,1636,44,Solar-Ready,DOE,K048,3055190001,6015 18TH AVE.,Brooklyn,EJZ,"72,000 GSF",Good,5 to 9 years,,
1637,1637,1637,1637,44,Not Solar-Ready,DOE,K164,3056000001,4211 14th Ave,Brooklyn,EJZ,"90,000 GSF",Between Fair and Poor,> 20 years,,
1638,1638,1638,1638,44,Solar-Ready,DOE,K192,3054450001,4715 18 AVENUE,Brooklyn,,"91,200 GSF",Fair,5 to 9 years,,
1639,1639,1639,1639,44,Not Solar-Ready,DOE,K099,3065350011,1120 EAST 10 STREET,Brooklyn,,"94,800 GSF",Under construction,Under construction,,
1640,1640,1640,1640,44,Not Solar-Ready,DOE,K238,3066400013,1633 EAST 8 STREET,Brooklyn,,"105,600 GSF",Fair,15 to 19 years,,
1641,1641,1641,1641,44,Not Solar-Ready,DOE,K177,3066310001,346 AVENUE P,Brooklyn,,"108,000 GSF",Between Good and Fair,10 to 14 years,,
1642,1642,1642,1642,44,Not Solar-Ready,DOE,K226,3065490024,6006 23 AVENUE,Brooklyn,,"112,800 GSF",Fair,> 20 years,,
1643,1643,1643,1643,44,Solar-Ready,DOE,K686,3066180001,50 AVENUE P,Brooklyn,,"133,624 GSF",Between Good and Fair,5 to 9 years,,
1644,1644,1644,1644,44,Not Solar-Ready,DOE,K180,3054920001,5601 16th Ave,Brooklyn,EJZ,"145,200 GSF",Fair,15 to 19 years,,
1645,1645,1645,1645,44,Not Solar-Ready,DOE,K223,3053620021,4200 16 AVENUE,Brooklyn,EJZ,"145,200 GSF",Fair,10 to 14 years,,
1646,1646,1646,1646,44,Not Solar-Ready,DOE,K096,3065950033,99 AVENUE P,Brooklyn,EJZ,"147,600 GSF",Fair,15 to 19 years,,
1647,1647,1647,1647,44,Not Solar-Ready,DOE,K525,3067340109,1600 AVENUE L,Brooklyn,EJZ,"450,000 GSF",Fair,15 to 19 years,Yes,
1648,1648,1648,1648,45,Not Solar-Ready,BPL,Flatlands Branch Library,3078680039,2065 Flatbush Ave,Brooklyn,EJZ,"11,903 GSF",Between Fair and Poor,15 to 19 years,,
1649,1649,1649,1649,45,Not Solar-Ready,NYPD,63rd Precinct,3075990067,1844 Brooklyn Ave,Brooklyn,EJZ,"11,904 GSF",Unknown,15 to 19 years,,
1650,1650,1650,1650,45,Solar-Ready,DOE,K729,3078610025,3920 FLATLANDS AVENUE,Brooklyn,,"36,000 GSF",Between Good and Fair,5 to 9 years,,
1651,1651,1651,1651,45,Not Solar-Ready,DOE,K119,3077860001,3829 AVENUE K,Brooklyn,EJZ,"62,400 GSF",Between Good and Fair,> 20 years,,
1652,1652,1652,1652,45,Not Solar-Ready,DOE,K864,3049650001,3109 NEWKIRK AVENUE,Brooklyn,EJZ,"66,426 GSF",Fair,15 to 19 years,,
1653,1653,1653,1653,45,Solar-Ready,DOE,K198,30066,4105 FARRAGUT ROAD,Brooklyn,EJZ,"77,261 GSF",Good,< 2 years,,
1654,1654,1654,1654,45,Not Solar-Ready,DOE,K208,3047690025,4801 AVENUE D,Brooklyn,EJZ,"83,693 GSF",Between Fair and Poor,> 20 years,,
1655,1655,1655,1655,45,Not Solar-Ready,DOE,K193,3076250001,2515 AVENUE L,Brooklyn,,"91,664 GSF",Fair,15 to 19 years,,
1656,1656,1656,1656,45,Not Solar-Ready,DOE,K285,3047440001,5905 BEVERLY ROAD,Brooklyn,EJZ,"144,000 GSF",Fair,> 20 years,,
1657,1657,1657,1657,45,Not Solar-Ready,DOE,K395,3050220002,1001 EAST 45TH STREET,Brooklyn,EJZ,"150,000 GSF",Under construction,Under construction,,
1658,1658,1658,1658,45,Solar-Ready,DOE,K181,3049040010,1023 NEW YORK AVENUE,Brooklyn,EJZ,"153,600 GSF",Good,2 to 4 years,,
1659,1659,1659,1659,45,Solar-Ready,DOE,K244,3047390001,5404 TILDEN AVENUE,Brooklyn,EJZ,"154,800 GSF",Good,< 2 years,,
1660,1660,1660,1660,45,Not Solar-Ready,DOE,K240,3076290030,2500 NOSTRAND AVENUE,Brooklyn,EJZ,"169,200 GSF",Fair,> 20 years,,
1661,1661,1661,1661,45,Solar-Ready,DOE,K405,30041,2839 BEDFORD AVENUE,Brooklyn,EJZ,"282,690 GSF",Good,5 to 9 years,,
1662,1662,1662,1662,46,Solar-Ready,NYPD,Highway District Unit 2,3085900600,2900 Flatbush Ave,Brooklyn,,"23,700 GSF",Between Good and Fair,5 to 9 years,,
1663,1663,1663,1663,46,Not Solar-Ready,NYPD,NYPD Warehouse,3075530041,Gateway National Recreation Area,Brooklyn,,"36,920 GSF",Between Good and Fair,15 to 19 years,,
1664,1664,1664,1664,46,Not Solar-Ready,DEP,"Paerdegat Sewage Screening, Odor, and Pump Back Facility",3083380001,1065 Bergen Ave,Brooklyn,EJZ,"46,631 GSF",Unknown,Unknown,,
1665,1665,1665,1665,46,Not Solar-Ready,DOE,K277,3085900650,2529 GERRITSEN AVE.,Brooklyn,,"62,400 GSF",Fair,10 to 14 years,,
1666,1666,1666,1666,46,Solar-Ready,DOE,K366,3082150012,965 EAST 107TH STREET,Brooklyn,EJZ,"65,203 GSF",Good,5 to 9 years,,
1667,1667,1667,1667,46,Solar-Ready,DOE,K207,3084840001,4011 FILLMORE AVE.,Brooklyn,,"84,000 GSF",Good,2 to 4 years,,
1668,1668,1668,1668,46,Solar-Ready,DOE,K194,3073930001,3117 Avenue W,Brooklyn,,"86,003 GSF",Good,< 2 years,,
1669,1669,1669,1669,46,Solar-Ready,DOE,K276,3080340001,1070 EAST 83 STREET,Brooklyn,EJZ,"93,034 GSF",Good,2 to 4 years,,
1670,1670,1670,1670,46,Not Solar-Ready,DOE,K236,3084640001,6302 AVENUE U,Brooklyn,,"95,186 GSF",Under construction,Under construction,,
1671,1671,1671,1671,46,Not Solar-Ready,DOE,K242,3081880001,100-01 FLATLANDS AVENUE,Brooklyn,EJZ,"96,000 GSF",Between Fair and Poor,15 to 19 years,,
1672,1672,1672,1672,46,Solar-Ready,DOE,K272,3083290250,101-24 SEAVIEW AVENUE,Brooklyn,EJZ,"96,114 GSF",Good,2 to 4 years,,
1673,1673,1673,1673,46,Solar-Ready,DOE,K203,3078490001,5101 AVENUE M,Brooklyn,EJZ,"111,600 GSF",Between Good and Fair,5 to 9 years,,
1674,1674,1674,1674,46,Solar-Ready,DOE,K222,3077060001,3301 QUENTIN ROAD,Brooklyn,,"112,800 GSF",Good,5 to 9 years,,
1675,1675,1675,1675,46,Not Solar-Ready,DOE,K279,3082300001,1070 EAST 104 STREET,Brooklyn,EJZ,"123,600 GSF",Fair,15 to 19 years,,
1676,1676,1676,1676,46,Not Solar-Ready,DOE,K114,3081600022,1077 REMSEN AVENUE,Brooklyn,EJZ,"124,800 GSF",Between Good and Fair,10 to 14 years,,
1677,1677,1677,1677,46,Solar-Ready,DOE,K211,3082270001,1001 EAST 100 STREET,Brooklyn,EJZ,"168,000 GSF",Fair,5 to 9 years,Yes,
1678,1678,1678,1678,46,Not Solar-Ready,DOE,K068,3080180001,956 EAST 82 STREET,Brooklyn,EJZ,"184,800 GSF",Between Good and Fair,10 to 14 years,,
1679,1679,1679,1679,46,Not Solar-Ready,DOE,K078,3083880002,1420 EAST 68 STREET,Brooklyn,EJZ,"187,200 GSF",Between Good and Fair,> 20 years,,
1680,1680,1680,1680,46,Not Solar-Ready,DOT,"Fleet Services, BK Street Maintenance",3080120400,6080 Flatlands Ave,Brooklyn,EJZ,"188,071 GSF",Poor,15 to 19 years,,
1681,1681,1681,1681,46,Not Solar-Ready,DOE,K724,3085900650,1600 ROCKAWAY PKWY,Brooklyn,EJZ,"297,600 GSF",Fair,15 to 19 years,,
1682,1682,1682,1682,47,Not Solar-Ready,DPR,Poseidon Playground Maintenance Building,3070690014,3010 West 25th St,Brooklyn,EJZ,"10,464 GSF",Fair,> 20 years,,
1683,1683,1683,1683,47,Solar-Ready,DCLA,Aquatic Animal Health Center,3086980001,600 Surf Ave,Brooklyn,EJZ,"10,800 GSF",Good,5 to 9 years,,
1684,1684,1684,1684,47,Not Solar-Ready,DCLA,NY Aquarium Campus: Cafe,3086570001,508 Surf Ave,Brooklyn,EJZ,"11,620 GSF",Good,10 to 14 years,,
1685,1685,1685,1685,47,Solar-Ready,HHC,New Ida G. Israel Community Health Center,3070610016,2925 West 19th St,Brooklyn,EJZ,"13,000 GSF",Good,2 to 4 years,,
1686,1686,1686,1686,47,Not Solar-Ready,DCLA,Osborn Laboratories of Marine Sciences,3053620021,502 Surf Ave,Brooklyn,EJZ,"16,945 GSF",Fair,15 to 19 years,,
1687,1687,1687,1687,47,Not Solar-Ready,DCLA,Aqua Theater,3086980001,520 Surf Ave,Brooklyn,EJZ,"18,720 GSF",Unknown,Unknown,,
1688,1688,1688,1688,47,Not Solar-Ready,DCLA,Operations Building,3086970008,820 Surf Ave,Brooklyn,EJZ,"21,037 GSF",Fair,15 to 19 years,,
1689,1689,1689,1689,47,Not Solar-Ready,DCLA,Conservation Hall,3086980001,506 Surf Ave,Brooklyn,EJZ,"29,491 GSF",Fair,> 20 years,,
1690,1690,1690,1690,47,Not Solar-Ready,DCLA,Explore the Shore/Alien Stingers,3086980001,510 Surf Ave,Brooklyn,EJZ,"35,883 GSF",Good,15 to 19 years,,
1691,1691,1691,1691,47,Solar-Ready,DOE,K728,30039,2865 W. 19TH STREET,Brooklyn,EJZ,"37,362 GSF",Between Good and Fair,5 to 9 years,,
1692,1692,1692,1692,47,Not Solar-Ready,DCLA,Sea Cliffs,3086980001,504 Surf Ave,Brooklyn,EJZ,"38,000 GSF",Fair,Unknown,,
1693,1693,1693,1693,47,Solar-Ready,DPR,Abe Stark Ice Rink,3070200039,1902 West 19th St,Brooklyn,EJZ,"51,900 GSF",Between Good and Fair,5 to 9 years,,Green Roof
1694,1694,1694,1694,47,Solar-Ready,DCLA,Ocean Wonders,3086980001,514 Surf Ave,Brooklyn,EJZ,"57,500 GSF",Good,< 2 years,,
1695,1695,1695,1695,47,Solar-Ready,DOE,K128,30032,2075 84 STREET,Brooklyn,EJZ,"63,600 GSF",Between Good and Fair,5 to 9 years,,
1696,1696,1696,1696,47,Not Solar-Ready,DOE,K247,3061740036,7000 21 AVENUE,Brooklyn,EJZ,"66,000 GSF",Between Fair and Poor,15 to 19 years,,
1697,1697,1697,1697,47,Solar-Ready,DOE,K097,3066670024,1855 STILLWELL AVE.,Brooklyn,EJZ,"79,680 GSF",Good,2 to 4 years,,
1698,1698,1698,1698,47,Solar-Ready,DOE,K101,3068750032,2360 BENSON AVE.,Brooklyn,EJZ,"80,400 GSF",Good,2 to 4 years,,
1699,1699,1699,1699,47,Solar-Ready,DOE,K090,3072660040,2840 WEST 12 STREET,Brooklyn,EJZ,"88,800 GSF",Good,< 2 years,,
1700,1700,1700,1700,47,Not Solar-Ready,DOE,K215,3066810169,415 AVENUE S,Brooklyn,,"92,400 GSF",Fair,10 to 14 years,,
1701,1701,1701,1701,47,Not Solar-Ready,DOE,K216,3071960001,350 AVENUE X,Brooklyn,,"92,400 GSF",Between Good and Fair,15 to 19 years,,
1702,1702,1702,1702,47,Solar-Ready,DOE,K186,3062390001,7601 19 AVENUE,Brooklyn,EJZ,"92,400 GSF",Between Good and Fair,5 to 9 years,,
1703,1703,1703,1703,47,Not Solar-Ready,DOE,K212,3069170001,87 BAY 49 STREET,Brooklyn,,"96,000 GSF",Under construction,Under construction,,
1704,1704,1704,1704,47,Not Solar-Ready,DOE,K188,3070060001,3314 NEPTUNE AVENUE,Brooklyn,EJZ,"96,000 GSF",Fair,> 20 years,,
1705,1705,1705,1705,47,Not Solar-Ready,DOE,K288,3070540045,2950 WEST 25 STREET,Brooklyn,EJZ,"98,400 GSF",Under construction,Under construction,,
1706,1706,1706,1706,47,Not Solar-Ready,DOE,K095,3071230066,345 VAN SICKLEN ST.,Brooklyn,,"102,316 GSF",Under construction,Under construction,,
1707,1707,1707,1707,47,Not Solar-Ready,DOE,K205,3055710001,6701 20 AVENUE,Brooklyn,EJZ,"129,600 GSF",Under construction,Under construction,,
1708,1708,1708,1708,47,Not Solar-Ready,DOE,K228,3070840001,228 AVENUE S,Brooklyn,,"145,200 GSF",Fair,15 to 19 years,,
